지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),합계 일조시간(hr),월
133,대전,2001-02-01,-2.0,-6.9,3.3,0.0,8.8,2
133,대전,2001-02-02,-3.6,-10.4,1.7,0.0,8.9,2
133,대전,2001-02-03,1.9,-1.5,6.7,0.0,4.2,2
133,대전,2001-02-04,2.7,-1.0,9.5,,4.2,2
133,대전,2001-02-05,2.5,-2.7,9.4,,8.2,2
133,대전,2001-02-06,4.1,0.9,9.4,,7.2,2
133,대전,2001-02-07,0.2,-4.8,4.4,,6.2,2
133,대전,2001-02-08,-3.7,-8.6,1.3,,9.1,2
133,대전,2001-02-09,-1.4,-6.6,3.9,0.0,5.2,2
133,대전,2001-02-10,0.0,-5.3,6.1,,8.9,2
133,대전,2001-02-11,-1.0,-3.8,3.1,,5.1,2
133,대전,2001-02-12,-2.1,-4.7,1.6,,1.5,2
133,대전,2001-02-13,-2.7,-5.2,2.5,,4.2,2
133,대전,2001-02-14,-2.2,-6.7,3.2,,8.7,2
133,대전,2001-02-15,0.7,-5.4,6.9,5.3,1.2,2
133,대전,2001-02-16,-2.5,-6.2,1.3,,9.1,2
133,대전,2001-02-17,-1.1,-6.9,4.3,,5.6,2
133,대전,2001-02-18,3.7,-1.4,11.6,,8.1,2
133,대전,2001-02-19,4.7,0.2,11.6,,6.8,2
133,대전,2001-02-20,5.0,-2.8,15.0,,8.7,2
133,대전,2001-02-21,4.8,1.6,9.1,1.8,0.5,2
133,대전,2001-02-22,5.7,1.4,14.4,,5.3,2
133,대전,2001-02-23,3.8,1.3,5.5,19.5,0.0,2
133,대전,2001-02-24,1.1,-2.3,3.2,8.7,0.0,2
133,대전,2001-02-25,0.1,-4.8,6.1,,9.8,2
133,대전,2001-02-26,2.0,-4.2,9.2,,9.5,2
133,대전,2001-02-27,2.5,-3.1,7.7,23.4,2.3,2
133,대전,2001-02-28,2.9,2.1,5.1,11.3,0.0,2
133,대전,2001-03-01,4.9,1.2,11.1,,4.6,3
133,대전,2001-03-02,5.8,0.5,11.4,,4.9,3
133,대전,2001-03-03,5.3,0.6,14.0,3.0,1.3,3
133,대전,2001-03-04,0.0,-2.2,2.6,0.8,4.7,3
133,대전,2001-03-05,3.4,-1.5,9.7,,9.6,3
133,대전,2001-03-06,5.9,-0.1,12.8,,1.2,3
133,대전,2001-03-07,0.3,-2.5,3.7,0.0,7.9,3
133,대전,2001-03-08,-2.5,-4.7,1.1,0.3,5.8,3
133,대전,2001-03-09,0.9,-4.6,6.0,0.0,9.4,3
133,대전,2001-03-10,3.7,-2.0,8.2,0.0,8.6,3
133,대전,2001-03-11,1.4,-5.5,9.2,,10.0,3
133,대전,2001-03-12,2.4,-3.3,8.8,,9.8,3
133,대전,2001-03-13,5.4,-3.5,15.1,,10.2,3
133,대전,2001-03-14,9.6,0.0,17.9,0.0,6.9,3
133,대전,2001-03-15,5.5,0.6,12.5,,9.2,3
133,대전,2001-03-16,5.3,-3.2,12.7,,6.6,3
133,대전,2001-03-17,7.9,4.9,13.3,,0.4,3
133,대전,2001-03-18,8.6,0.9,16.3,,9.9,3
133,대전,2001-03-19,11.4,5.0,18.4,,6.4,3
133,대전,2001-03-20,13.2,7.7,20.2,,8.4,3
133,대전,2001-03-21,13.1,2.6,23.7,,10.2,3
133,대전,2001-03-22,12.4,6.1,20.0,,7.3,3
133,대전,2001-03-23,11.4,3.2,21.3,,9.9,3
133,대전,2001-03-24,13.6,3.3,23.5,,8.1,3
133,대전,2001-03-25,11.3,3.7,20.6,,5.6,3
133,대전,2001-03-26,4.3,0.6,9.9,,10.3,3
133,대전,2001-03-27,3.1,-2.3,9.1,0.0,1.2,3
133,대전,2001-03-28,3.8,0.6,8.3,6.7,2.3,3
133,대전,2001-03-29,2.8,-0.5,7.8,1.7,6.3,3
133,대전,2001-03-30,2.5,-1.1,8.2,3.5,3.1,3
133,대전,2001-03-31,4.9,-1.7,11.6,,9.6,3
133,대전,2001-04-01,6.7,0.0,14.2,,10.3,4
133,대전,2001-04-02,9.5,0.2,16.3,,9.3,4
133,대전,2001-04-03,9.2,3.7,16.3,,10.1,4
133,대전,2001-04-04,10.2,0.1,20.4,,10.9,4
133,대전,2001-04-05,10.7,2.8,18.7,,10.4,4
133,대전,2001-04-06,12.4,2.6,20.1,,7.6,4
133,대전,2001-04-07,14.9,10.8,22.5,0.0,3.7,4
133,대전,2001-04-08,16.9,9.5,24.7,,7.2,4
133,대전,2001-04-09,20.5,12.3,28.0,,8.6,4
133,대전,2001-04-10,19.0,13.5,26.2,,7.6,4
133,대전,2001-04-11,8.5,5.2,13.9,5.8,0.0,4
133,대전,2001-04-12,9.3,5.0,15.4,,10.4,4
133,대전,2001-04-13,12.5,4.4,18.8,,10.2,4
133,대전,2001-04-14,10.9,6.9,16.4,2.7,10.0,4
133,대전,2001-04-15,14.1,8.8,20.6,,11.0,4
133,대전,2001-04-16,15.6,6.9,24.6,,11.2,4
133,대전,2002-02-01,-0.2,-6.9,6.8,,7.9,2
133,대전,2002-02-02,2.8,-2.4,9.8,,7.2,2
133,대전,2002-02-03,2.4,-3.4,10.4,,8.5,2
133,대전,2002-02-04,2.0,-2.8,7.2,,0.0,2
133,대전,2002-02-05,4.9,0.1,11.7,,8.4,2
133,대전,2002-02-06,4.8,-2.5,10.8,0.0,5.6,2
133,대전,2002-02-07,4.9,0.4,10.9,,8.9,2
133,대전,2002-02-08,1.6,-2.8,6.7,0.0,0.5,2
133,대전,2002-02-09,-1.0,-5.1,2.6,,8.9,2
133,대전,2002-02-10,0.0,-2.1,3.4,2.0,2.8,2
133,대전,2002-02-11,-1.9,-5.8,3.1,4.5,5.0,2
133,대전,2002-02-12,-1.0,-8.1,5.8,,9.0,2
133,대전,2002-02-13,-0.3,-5.1,6.1,,9.1,2
133,대전,2002-02-14,-0.3,-6.4,6.6,,9.1,2
133,대전,2002-02-15,0.9,-6.4,8.5,,9.1,2
133,대전,2002-02-16,2.3,-3.5,8.9,,4.9,2
133,대전,2002-02-17,2.6,-0.5,7.7,0.0,1.5,2
133,대전,2002-02-18,-0.5,-3.0,3.0,,9.1,2
133,대전,2002-02-19,-0.3,-4.8,5.7,,9.2,2
133,대전,2002-02-20,2.3,-6.0,10.6,,9.2,2
133,대전,2002-02-21,1.6,-2.3,3.6,5.5,0.0,2
133,대전,2002-02-22,4.1,1.5,9.0,,3.5,2
133,대전,2002-02-23,3.7,-0.8,11.3,,8.6,2
133,대전,2002-02-24,5.0,-3.1,13.2,,9.5,2
133,대전,2002-02-25,5.9,1.4,10.8,,1.9,2
133,대전,2002-02-26,6.3,-0.4,13.2,,6.9,2
133,대전,2002-02-27,6.8,0.8,12.0,0.0,0.3,2
133,대전,2002-02-28,8.0,3.3,14.5,,8.1,2
133,대전,2002-03-01,6.2,-1.5,15.3,,7.0,3
133,대전,2002-03-02,6.8,0.4,15.7,,4.9,3
133,대전,2002-03-03,5.9,1.0,11.7,,7.8,3
133,대전,2002-03-04,4.9,-2.5,11.6,,8.9,3
133,대전,2002-03-05,3.6,1.7,6.4,8.0,0.0,3
133,대전,2002-03-06,3.1,0.8,5.2,1.0,1.2,3
133,대전,2002-03-07,1.9,-1.4,7.1,,9.9,3
133,대전,2002-03-08,4.0,-3.7,11.0,,9.9,3
133,대전,2002-03-09,9.2,-1.1,16.6,,9.3,3
133,대전,2002-03-10,10.8,5.3,15.2,2.0,5.7,3
133,대전,2002-03-11,7.3,-0.2,15.0,,10.0,3
133,대전,2002-03-12,9.2,-0.3,18.3,,9.8,3
133,대전,2002-03-13,11.5,1.5,20.9,,9.6,3
133,대전,2002-03-14,8.8,6.8,11.2,8.0,0.0,3
133,대전,2002-03-15,9.4,4.9,15.0,0.5,4.5,3
133,대전,2002-03-16,9.0,0.7,17.2,,10.0,3
133,대전,2002-03-17,12.0,7.8,17.8,,8.9,3
133,대전,2002-03-18,9.2,5.7,14.3,,8.7,3
133,대전,2002-03-19,10.7,4.7,17.1,,9.5,3
133,대전,2002-03-20,14.3,3.4,22.4,,7.3,3
133,대전,2002-03-21,9.8,6.7,18.2,8.5,0.0,3
133,대전,2002-03-22,6.8,4.3,9.6,4.5,2.3,3
133,대전,2002-03-23,6.6,2.9,11.9,,9.4,3
133,대전,2002-03-24,6.1,-0.3,12.1,,9.8,3
133,대전,2002-03-25,8.5,-1.1,16.6,,10.4,3
133,대전,2002-03-26,9.9,2.9,15.3,,3.5,3
133,대전,2002-03-27,11.6,6.8,17.9,,10.3,3
133,대전,2002-03-28,12.5,3.9,21.7,,8.3,3
133,대전,2002-03-29,13.8,10.1,19.3,0.0,8.7,3
133,대전,2002-03-30,12.2,6.8,20.0,1.0,3.8,3
133,대전,2002-03-31,11.8,8.8,16.1,,4.9,3
133,대전,2002-04-01,14.2,5.1,24.0,,9.8,4
133,대전,2002-04-02,16.6,5.7,26.0,,10.5,4
133,대전,2002-04-03,16.9,11.9,23.1,,7.0,4
133,대전,2002-04-04,15.1,4.6,24.4,,10.7,4
133,대전,2002-04-05,17.4,7.2,26.1,1.5,8.8,4
133,대전,2002-04-06,13.8,11.8,15.9,17.0,0.0,4
133,대전,2002-04-07,14.1,11.2,18.9,,6.0,4
133,대전,2002-04-08,11.0,7.3,15.5,0.0,3.9,4
133,대전,2002-04-09,8.3,4.3,13.5,,7.6,4
133,대전,2002-04-10,9.3,3.2,15.5,,7.3,4
133,대전,2002-04-11,10.3,4.2,16.1,,5.8,4
133,대전,2002-04-12,11.8,6.8,17.7,1.0,5.7,4
133,대전,2002-04-13,13.5,7.2,18.6,,10.2,4
133,대전,2002-04-14,21.1,14.1,26.5,,6.5,4
133,대전,2002-04-15,21.9,19.1,27.1,4.0,4.8,4
133,대전,2002-04-16,15.7,11.5,19.4,65.5,0.0,4
133,대전,2003-02-01,-0.9,-7.7,6.3,,8.9,2
133,대전,2003-02-02,-0.9,-6.6,5.4,,8.9,2
133,대전,2003-02-03,-0.4,-6.8,5.7,,8.9,2
133,대전,2003-02-04,0.5,-2.2,5.0,,3.5,2
133,대전,2003-02-05,-0.2,-4.3,4.7,,4.1,2
133,대전,2003-02-06,0.3,-5.8,6.3,,8.9,2
133,대전,2003-02-07,3.1,-2.3,8.1,,0.2,2
133,대전,2003-02-08,2.5,1.9,3.1,19.5,0.0,2
133,대전,2003-02-09,3.4,1.5,8.9,,3.8,2
133,대전,2003-02-10,4.0,0.5,7.9,0.5,1.1,2
133,대전,2003-02-11,1.5,-3.7,5.3,3.5,7.7,2
133,대전,2003-02-12,-3.3,-6.9,1.8,,9.1,2
133,대전,2003-02-13,0.8,-5.6,6.5,0.0,7.6,2
133,대전,2003-02-14,2.7,-2.6,9.1,,8.6,2
133,대전,2003-02-15,3.2,-2.2,8.1,,0.8,2
133,대전,2003-02-16,4.4,-0.7,11.1,,8.9,2
133,대전,2003-02-17,3.8,-2.9,10.7,,8.3,2
133,대전,2003-02-18,4.2,-1.9,9.7,,3.1,2
133,대전,2003-02-19,4.4,2.6,6.2,0.0,0.6,2
133,대전,2003-02-20,3.0,-1.1,9.0,,9.3,2
133,대전,2003-02-21,4.0,-0.1,7.2,0.2,0.0,2
133,대전,2003-02-22,4.7,3.4,5.5,33.0,0.0,2
133,대전,2003-02-23,4.6,3.9,5.4,1.0,0.0,2
133,대전,2003-02-24,4.4,2.4,7.5,1.5,0.3,2
133,대전,2003-02-25,5.5,1.6,11.3,,8.1,2
133,대전,2003-02-26,6.5,3.0,12.6,,4.1,2
133,대전,2003-02-27,6.7,2.1,12.4,,9.1,2
133,대전,2003-02-28,7.9,2.1,12.7,0.0,7.5,2
133,대전,2003-03-01,5.3,3.0,9.1,11.5,0.2,3
133,대전,2003-03-02,5.6,-0.4,12.6,0.5,7.3,3
133,대전,2003-03-03,1.9,-2.8,4.9,1.0,7.9,3
133,대전,2003-03-04,-0.7,-5.1,4.4,,7.2,3
133,대전,2003-03-05,3.2,-2.1,8.1,,0.2,3
133,대전,2003-03-06,3.7,1.5,5.5,10.0,0.0,3
133,대전,2003-03-07,3.6,2.7,4.7,1.0,0.0,3
133,대전,2003-03-08,2.4,0.6,5.1,1.0,0.2,3
133,대전,2003-03-09,3.3,-0.8,8.7,,4.7,3
133,대전,2003-03-10,5.0,-0.9,10.3,,8.5,3
133,대전,2003-03-11,5.4,-1.0,11.9,,9.9,3
133,대전,2003-03-12,7.0,2.1,12.2,,6.7,3
133,대전,2003-03-13,6.0,-0.1,12.9,,9.9,3
133,대전,2003-03-14,5.8,-0.6,12.6,0.4,5.0,3
133,대전,2003-03-15,7.8,3.0,13.2,0.5,3.7,3
133,대전,2003-03-16,7.8,6.9,8.9,8.0,0.0,3
133,대전,2003-03-17,6.1,3.8,7.6,0.1,0.1,3
133,대전,2003-03-18,6.0,0.1,12.6,,5.7,3
133,대전,2003-03-19,6.0,-1.0,13.5,,10.3,3
133,대전,2003-03-20,7.5,-1.1,15.6,,10.2,3
133,대전,2003-03-21,9.0,1.6,16.0,0.5,6.8,3
133,대전,2003-03-22,10.3,4.2,16.6,,10.4,3
133,대전,2003-03-23,9.0,3.4,15.2,,3.6,3
133,대전,2003-03-24,9.8,3.6,16.2,0.0,6.3,3
133,대전,2003-03-25,9.8,5.3,14.8,0.2,7.9,3
133,대전,2003-03-26,11.9,3.9,18.8,,6.4,3
133,대전,2003-03-27,9.0,3.5,14.1,9.5,6.5,3
133,대전,2003-03-28,6.4,1.8,12.3,,7.8,3
133,대전,2003-03-29,8.2,-0.6,15.2,,10.1,3
133,대전,2003-03-30,13.6,5.8,20.0,,5.6,3
133,대전,2003-03-31,17.0,11.7,23.0,0.0,3.8,3
133,대전,2003-04-01,16.1,12.8,21.1,,9.1,4
133,대전,2003-04-02,13.8,9.0,19.0,,7.9,4
133,대전,2003-04-03,14.2,7.2,20.0,,8.1,4
133,대전,2003-04-04,13.2,10.5,17.6,0.0,1.7,4
133,대전,2003-04-05,11.9,4.0,19.4,,10.7,4
133,대전,2003-04-06,13.3,5.5,21.0,,10.8,4
133,대전,2003-04-07,9.8,4.6,17.8,12.5,2.1,4
133,대전,2003-04-08,9.8,7.8,12.9,15.0,1.8,4
133,대전,2003-04-09,9.0,6.8,13.0,,2.3,4
133,대전,2003-04-10,12.1,3.3,19.1,,10.9,4
133,대전,2003-04-11,10.2,6.8,13.6,7.5,0.0,4
133,대전,2003-04-12,12.9,9.4,18.0,0.5,5.2,4
133,대전,2003-04-13,13.1,7.0,19.8,,9.7,4
133,대전,2003-04-14,14.0,8.5,21.0,,9.9,4
133,대전,2003-04-15,14.5,4.8,23.3,,10.8,4
133,대전,2003-04-16,16.7,8.0,25.8,,11.1,4
133,대전,2004-02-01,3.4,-3.5,11.9,,4.7,2
133,대전,2004-02-02,1.0,-2.4,3.9,0.0,8.1,2
133,대전,2004-02-03,-2.6,-6.3,1.1,0.0,7.4,2
133,대전,2004-02-04,-1.0,-5.9,3.5,4.0,4.9,2
133,대전,2004-02-05,-3.0,-6.1,0.4,1.5,4.6,2
133,대전,2004-02-06,-3.0,-9.0,1.0,2.6,6.5,2
133,대전,2004-02-07,-1.8,-5.3,1.5,0.5,6.8,2
133,대전,2004-02-08,2.0,-3.4,8.0,,6.2,2
133,대전,2004-02-09,-0.9,-5.3,4.2,,9.0,2
133,대전,2004-02-10,-0.4,-7.1,6.6,,9.0,2
133,대전,2004-02-11,3.1,-2.5,10.1,,6.7,2
133,대전,2004-02-12,2.1,-2.4,8.4,,8.7,2
133,대전,2004-02-13,4.0,-2.6,9.5,,6.1,2
133,대전,2004-02-14,5.7,2.2,9.8,0.5,6.1,2
133,대전,2004-02-15,4.4,-1.5,10.3,,9.0,2
133,대전,2004-02-16,5.8,-1.7,12.7,,8.9,2
133,대전,2004-02-17,6.1,0.4,11.0,0.0,8.9,2
133,대전,2004-02-18,5.5,-3.6,15.4,,9.1,2
133,대전,2004-02-19,7.3,-1.9,17.4,,8.4,2
133,대전,2004-02-20,10.5,0.0,20.8,,9.2,2
133,대전,2004-02-21,13.8,8.1,20.0,12.0,1.0,2
133,대전,2004-02-22,6.9,3.1,16.0,9.0,0.0,2
133,대전,2004-02-23,3.6,0.3,9.6,,9.1,2
133,대전,2004-02-24,4.8,-1.0,10.1,,7.7,2
133,대전,2004-02-25,7.9,3.9,13.3,0.0,4.6,2
133,대전,2004-02-26,3.1,0.5,5.8,0.0,3.6,2
133,대전,2004-02-27,3.3,-1.0,8.9,0.0,9.8,2
133,대전,2004-02-28,6.1,-0.9,13.2,0.1,0.3,2
133,대전,2004-02-29,6.1,2.6,10.6,0.4,8.2,2
133,대전,2004-03-01,3.8,-0.9,9.6,,9.9,3
133,대전,2004-03-02,0.5,-2.7,4.4,,10.0,3
133,대전,2004-03-03,-1.9,-3.7,1.5,0.5,5.0,3
133,대전,2004-03-04,1.4,-4.6,5.0,0.0,8.0,3
133,대전,2004-03-05,0.9,-0.4,5.2,69.8,0.0,3
133,대전,2004-03-06,-2.4,-4.5,0.3,0.4,5.8,3
133,대전,2004-03-07,-1.7,-7.1,3.1,,10.2,3
133,대전,2004-03-08,1.8,-5.8,7.3,,5.5,3
133,대전,2004-03-09,6.2,-1.1,14.1,,9.1,3
133,대전,2004-03-10,10.4,2.5,17.2,,2.1,3
133,대전,2004-03-11,6.6,4.0,10.0,,3.3,3
133,대전,2004-03-12,8.1,1.9,15.3,,10.1,3
133,대전,2004-03-13,8.1,0.5,15.7,,8.7,3
133,대전,2004-03-14,7.5,3.0,13.3,,3.5,3
133,대전,2004-03-15,8.9,1.5,17.7,,7.2,3
133,대전,2004-03-16,15.3,5.9,22.4,,6.3,3
133,대전,2004-03-17,8.3,0.2,18.7,10.5,0.0,3
133,대전,2004-03-18,3.0,-1.2,9.1,,10.6,3
133,대전,2004-03-19,5.0,-2.0,10.8,,10.3,3
133,대전,2004-03-20,8.0,2.2,14.1,,9.3,3
133,대전,2004-03-21,11.1,4.0,17.9,,6.6,3
133,대전,2004-03-22,10.6,6.7,16.2,2.0,6.2,3
133,대전,2004-03-23,10.1,2.6,17.0,,9.7,3
133,대전,2004-03-24,8.9,4.2,14.3,0.0,3.2,3
133,대전,2004-03-25,8.5,4.9,14.6,,5.6,3
133,대전,2004-03-26,9.9,1.1,17.6,,10.5,3
133,대전,2004-03-27,10.7,3.1,18.0,,8.8,3
133,대전,2004-03-28,11.9,2.0,21.0,,10.6,3
133,대전,2004-03-29,15.2,8.5,21.9,0.0,6.5,3
133,대전,2004-03-30,12.1,5.1,16.4,0.0,8.7,3
133,대전,2004-03-31,9.0,2.7,16.6,,10.4,3
133,대전,2004-04-01,9.6,2.0,19.8,13.0,4.9,4
133,대전,2004-04-02,8.3,5.7,12.9,1.0,6.5,4
133,대전,2004-04-03,7.3,3.1,11.8,,6.3,4
133,대전,2004-04-04,7.6,1.0,13.9,,10.9,4
133,대전,2004-04-05,9.7,2.0,16.9,,11.1,4
133,대전,2004-04-06,8.9,3.2,15.2,0.0,1.8,4
133,대전,2004-04-07,10.1,6.7,16.0,0.1,6.5,4
133,대전,2004-04-08,10.9,1.7,19.2,,11.1,4
133,대전,2004-04-09,13.6,5.0,21.0,,10.7,4
133,대전,2004-04-10,16.0,6.1,25.2,,10.3,4
133,대전,2004-04-11,16.9,11.5,23.3,,7.8,4
133,대전,2004-04-12,17.1,8.9,23.7,,7.9,4
133,대전,2004-04-13,17.9,12.1,24.5,,9.1,4
133,대전,2004-04-14,16.8,11.0,25.0,,11.0,4
133,대전,2004-04-15,15.9,7.0,24.7,,6.9,4
133,대전,2005-02-01,-8.1,-10.7,-5.2,0.2,6.0,2
133,대전,2005-02-02,-5.1,-9.9,-0.5,0.0,4.7,2
133,대전,2005-02-03,-2.2,-5.5,2.4,0.0,9.1,2
133,대전,2005-02-04,-0.6,-4.7,4.5,,9.1,2
133,대전,2005-02-05,-0.3,-3.6,5.0,,8.0,2
133,대전,2005-02-06,0.2,-6.5,7.7,,6.1,2
133,대전,2005-02-07,2.9,-1.7,6.9,0.0,0.0,2
133,대전,2005-02-08,2.0,-1.0,5.4,3.0,4.2,2
133,대전,2005-02-09,-0.2,-2.3,1.7,0.0,0.2,2
133,대전,2005-02-10,-3.9,-6.6,0.4,,9.3,2
133,대전,2005-02-11,-5.0,-9.5,0.8,,8.9,2
133,대전,2005-02-12,-3.9,-8.2,1.8,,3.9,2
133,대전,2005-02-13,-2.0,-9.1,4.8,,9.5,2
133,대전,2005-02-14,0.7,-4.5,5.0,,1.1,2
133,대전,2005-02-15,5.1,0.6,9.3,13.5,0.0,2
133,대전,2005-02-16,4.3,3.1,5.8,19.5,0.0,2
133,대전,2005-02-17,5.9,1.3,10.4,,5.0,2
133,대전,2005-02-18,3.2,0.5,4.8,0.5,0.5,2
133,대전,2005-02-19,-1.5,-6.0,1.6,0.3,4.8,2
133,대전,2005-02-20,-5.8,-9.5,-2.5,0.0,6.1,2
133,대전,2005-02-21,-5.0,-10.6,-0.2,0.0,10.0,2
133,대전,2005-02-22,1.8,-5.7,7.0,0.5,0.2,2
133,대전,2005-02-23,0.1,-3.8,5.3,,7.4,2
133,대전,2005-02-24,-0.6,-4.2,6.7,,4.2,2
133,대전,2005-02-25,-2.6,-5.3,1.4,0.0,9.9,2
133,대전,2005-02-26,-4.1,-8.4,0.3,0.0,10.2,2
133,대전,2005-02-27,-2.2,-8.6,3.9,,8.7,2
133,대전,2005-02-28,0.9,-3.5,7.2,,8.7,2
133,대전,2005-03-01,0.9,-5.1,6.4,,10.1,3
133,대전,2005-03-02,0.3,-1.8,3.1,0.7,0.2,3
133,대전,2005-03-03,-1.1,-5.4,3.8,,6.8,3
133,대전,2005-03-04,-0.8,-6.2,4.9,,9.5,3
133,대전,2005-03-05,-1.4,-6.0,4.0,,7.8,3
133,대전,2005-03-06,0.7,-5.6,8.0,,10.2,3
133,대전,2005-03-07,5.0,-3.1,11.8,,9.7,3
133,대전,2005-03-08,7.5,3.1,12.6,,5.6,3
133,대전,2005-03-09,8.7,-1.3,17.6,,8.9,3
133,대전,2005-03-10,13.0,8.7,17.3,0.0,2.4,3
133,대전,2005-03-11,2.0,-3.1,8.7,2.0,4.1,3
133,대전,2005-03-12,-2.7,-5.4,0.6,0.0,8.9,3
133,대전,2005-03-13,-0.9,-5.2,2.7,0.0,8.3,3
133,대전,2005-03-14,2.9,-3.5,10.0,,10.8,3
133,대전,2005-03-15,3.2,-0.1,7.1,1.5,1.6,3
133,대전,2005-03-16,7.1,0.7,14.1,0.2,6.5,3
133,대전,2005-03-17,6.4,3.7,11.8,12.0,3.5,3
133,대전,2005-03-18,4.1,0.1,9.2,,10.6,3
133,대전,2005-03-19,4.6,-2.7,12.7,,9.6,3
133,대전,2005-03-20,6.3,2.0,11.9,,9.7,3
133,대전,2005-03-21,7.8,-0.5,16.2,1.0,7.0,3
133,대전,2005-03-22,7.2,3.7,13.5,19.5,4.9,3
133,대전,2005-03-23,8.3,4.7,13.6,,6.2,3
133,대전,2005-03-24,2.5,0.4,6.4,1.9,5.5,3
133,대전,2005-03-25,4.0,-1.0,8.7,,10.5,3
133,대전,2005-03-26,8.7,4.1,14.4,,9.9,3
133,대전,2005-03-27,9.9,1.2,17.1,0.0,7.1,3
133,대전,2005-03-28,9.6,4.3,17.1,,8.9,3
133,대전,2005-03-29,5.3,1.8,10.2,,10.7,3
