일시,평균기온(°C),최저기온(°C),최고기온(°C),합계 일조시간(hr),일강수량(mm)
2001-02-01,-5.8,-9.1,0.6,6.8,0.0
2001-02-02,-4.9,-10.4,-0.9,4.2,0.1
2001-02-03,0.1,-3.4,3.7,3.4,0.0
2001-02-04,1.3,-1.2,5.2,4.2,0.0
2001-02-05,1.5,-2.1,5.7,4.3,0.0
2001-02-06,2.6,-0.7,6.3,4.1,0.0
2001-02-07,-2.6,-8.1,1.7,4.7,0.0
2001-02-08,-4.9,-9.0,-0.8,7.1,0.1
2001-02-09,-0.9,-4.7,4.0,2.0,0.5
2001-02-10,-1.4,-3.8,1.7,4.3,0.0
2001-02-11,-3.5,-6.5,0.1,6.4,0.0
2001-02-12,-4.2,-6.6,0.0,3.7,0.0
2001-02-13,-3.9,-6.4,-0.1,2.7,0.0
2001-02-14,-3.6,-6.7,-0.1,7.3,0.0
2001-02-15,-3.4,-5.2,0.1,0.0,23.2
2001-02-16,-6.1,-8.6,-3.6,7.8,0.0
2001-02-17,-2.3,-7.0,0.7,0.2,0.0
2001-02-18,2.7,-0.6,5.6,2.4,0.0
2001-02-19,3.5,1.3,7.1,6.4,0.0
2001-02-20,4.1,-0.7,9.8,6.0,0.0
2001-02-21,5.9,3.7,9.2,3.0,0.0
2001-02-22,6.4,1.7,12.2,4.8,0.0
2001-02-23,3.5,0.4,6.2,0.0,8.2
2001-02-24,0.0,-2.2,2.3,0.2,4.9
2001-02-25,-0.5,-4.7,3.8,7.9,0.0
2001-02-26,1.9,-3.1,6.9,7.5,0.0
2001-02-27,3.0,-0.8,8.1,2.4,7.7
2001-02-28,3.4,0.1,8.5,3.2,1.0
2001-03-01,4.9,1.7,8.5,7.3,0.0
2001-03-02,4.2,0.6,8.4,0.0,0.0
2001-03-03,3.4,-0.1,9.3,0.0,11.2
2001-03-04,-1.4,-3.5,0.2,2.6,0.8
2001-03-05,1.9,-1.8,5.5,6.8,0.0
2001-03-06,3.4,0.5,8.1,0.0,0.0
2001-03-07,-1.6,-4.0,1.7,6.2,0.0
2001-03-08,-3.6,-6.1,-0.9,4.4,0.0
2001-03-09,-0.1,-5.3,3.6,7.2,0.0
2001-03-10,2.1,-1.3,4.9,8.3,0.0
2001-03-11,0.6,-3.6,5.4,7.6,0.0
2001-03-12,2.1,-2.2,6.4,7.9,0.0
2001-03-13,4.9,-1.5,11.5,7.8,0.0
2001-03-14,8.0,3.3,12.5,1.0,1.0
2001-03-15,4.0,0.1,9.2,7.7,0.0
2001-03-16,6.0,-0.5,12.0,6.1,0.0
2001-03-17,7.5,5.1,10.3,0.2,0.0
2001-03-18,7.7,3.5,12.5,6.4,0.0
2001-03-19,8.2,4.3,12.9,0.0,0.0
2001-03-20,11.3,7.3,15.7,5.2,0.0
2001-03-21,12.6,5.6,19.4,8.5,0.0
2001-03-22,11.3,6.9,15.2,5.7,0.0
2001-03-23,10.6,4.7,17.1,5.7,0.0
2001-03-24,13.4,6.2,21.0,8.0,0.0
2001-03-25,9.9,3.2,14.3,3.1,0.0
2001-03-26,3.5,0.4,7.9,7.7,0.0
2001-03-27,2.9,0.2,7.5,0.4,2.4
2001-03-28,3.9,0.4,9.5,6.5,2.7
2001-03-29,3.3,0.2,8.1,3.2,0.0
2001-03-30,4.5,2.0,9.4,4.0,0.0
2001-03-31,5.2,1.1,11.3,5.5,0.0
2002-02-01,1.4,-3.9,5.6,2.2,0.0
2002-02-02,4.3,2.2,8.1,4.1,0.0
2002-02-03,4.0,-1.1,10.3,6.5,0.0
2002-02-04,3.9,0.0,9.0,0.9,0.0
2002-02-05,4.7,0.9,9.0,4.3,0.0
2002-02-06,5.9,3.2,9.4,0.0,0.0
2002-02-07,4.2,0.6,9.1,6.4,0.0
2002-02-08,2.0,-3.2,4.8,0.0,0.0
2002-02-09,-1.9,-5.1,1.3,5.2,0.0
2002-02-10,-0.6,-3.2,2.8,0.5,0.0
2002-02-11,-1.7,-5.0,2.7,3.4,0.0
2002-02-12,-1.1,-4.7,2.9,5.5,0.0
2002-02-13,0.2,-3.3,4.3,6.1,0.0
2002-02-14,1.2,-3.0,5.8,6.0,0.0
2002-02-15,1.7,-3.3,6.9,6.7,0.0
2002-02-16,3.5,-0.3,6.3,0.0,0.0
2002-02-17,2.7,-1.6,6.4,0.1,1.4
2002-02-18,-1.7,-4.8,2.5,8.0,0.0
2002-02-19,-0.5,-5.0,4.1,7.5,0.0
2002-02-20,3.1,-2.8,8.2,5.5,0.0
2002-02-21,3.9,1.6,6.1,0.0,1.0
2002-02-22,5.6,3.3,9.6,2.1,0.0
2002-02-23,5.0,2.1,10.2,5.5,0.0
2002-02-24,6.3,0.4,12.6,7.1,0.0
2002-02-25,5.3,2.6,8.4,0.5,0.0
2002-02-26,6.4,2.9,10.8,3.3,0.0
2002-02-27,7.3,4.6,10.6,1.3,0.0
2002-02-28,6.1,2.9,11.3,5.2,0.0
2002-03-01,6.6,1.1,13.1,2.1,0.0
2002-03-02,7.0,4.5,11.5,1.5,0.0
2002-03-03,4.8,2.3,9.4,3.8,0.0
2002-03-04,4.2,-0.7,8.3,2.7,0.0
2002-03-05,4.0,1.4,6.2,0.0,0.5
2002-03-06,1.8,-0.9,4.6,0.2,2.5
2002-03-07,1.2,-2.9,5.8,8.1,0.0
2002-03-08,3.8,-0.9,8.7,7.6,0.0
2002-03-09,9.2,2.4,14.9,6.9,0.0
2002-03-10,9.1,6.0,13.3,6.3,0.5
2002-03-11,7.4,3.2,12.6,7.3,0.0
2002-03-12,9.3,3.5,15.5,6.0,0.0
2002-03-13,11.5,5.7,19.4,6.9,0.0
2002-03-14,10.4,7.6,14.5,0.0,0.0
2002-03-15,8.5,6.2,12.0,3.5,1.0
2002-03-16,8.4,3.1,13.6,7.0,0.0
2002-03-17,9.4,6.1,14.0,6.1,0.0
2002-03-18,7.4,3.9,11.8,7.1,0.0
2002-03-19,8.5,4.3,14.2,4.0,0.0
2002-03-20,11.9,3.5,18.2,3.5,0.0
2002-03-21,7.1,4.6,13.9,0.0,17.0
2002-03-22,6.5,3.5,9.7,0.0,0.0
2002-03-23,4.7,1.7,8.7,6.7,0.0
2002-03-24,5.2,0.6,9.1,7.3,0.0
2002-03-25,7.3,1.8,12.1,2.4,0.0
2002-03-26,9.1,5.1,12.5,0.1,0.0
2002-03-27,10.5,6.1,15.8,7.3,0.0
2002-03-28,11.3,6.1,17.2,6.4,0.0
2002-03-29,12.3,9.3,17.4,5.7,0.0
2002-03-30,8.9,6.5,11.4,0.0,10.0
2002-03-31,9.6,7.3,14.5,2.1,0.0
2003-02-01,-1.3,-6.7,4.5,4.9,0.0
2003-02-02,-0.6,-4.6,4.1,6.0,0.0
2003-02-03,-0.6,-4.4,4.2,5.9,0.0
2003-02-04,0.6,-1.2,3.9,3.8,0.0
2003-02-05,-0.3,-2.8,3.9,4.8,0.0
2003-02-06,0.5,-4.5,4.9,6.9,0.0
2003-02-07,4.3,1.6,6.7,0.0,0.0
2003-02-08,4.5,3.1,6.0,0.0,3.0
2003-02-09,4.6,0.5,8.8,2.5,0.0
2003-02-10,5.5,2.1,10.3,1.1,0.5
2003-02-11,-0.6,-6.0,4.1,5.7,1.5
2003-02-12,-4.1,-8.3,-0.4,7.2,0.1
2003-02-13,1.5,-2.4,5.6,5.0,0.0
2003-02-14,2.7,-1.0,7.5,5.8,0.0
2003-02-15,4.0,-0.2,9.7,4.2,0.0
2003-02-16,4.3,0.3,9.5,6.1,0.0
2003-02-17,4.1,-0.4,9.6,3.5,0.0
2003-02-18,4.1,1.5,7.1,0.0,0.0
2003-02-19,2.2,0.8,4.0,0.0,0.0
2003-02-20,3.3,-0.7,8.5,7.0,0.0
2003-02-21,3.5,1.5,6.4,0.0,13.5
2003-02-22,3.8,1.3,4.9,0.0,19.0
2003-02-23,2.8,1.9,3.7,0.0,1.0
2003-02-24,3.7,1.6,7.6,2.5,0.5
2003-02-25,4.3,1.5,9.1,1.1,0.0
2003-02-26,4.9,3.5,8.5,0.1,0.5
2003-02-27,6.1,1.2,11.4,7.0,0.0
2003-02-28,6.6,1.6,11.9,3.9,0.0
2003-03-01,6.5,4.0,10.2,1.0,0.5
2003-03-02,4.3,1.4,7.2,1.0,5.0
2003-03-03,0.4,-2.7,4.4,7.4,2.5
2003-03-04,-1.0,-5.0,2.9,6.0,0.0
2003-03-05,2.5,-1.3,6.9,0.7,0.0
2003-03-06,3.4,1.7,4.1,0.0,3.5
2003-03-07,2.8,1.1,3.8,0.0,5.2
2003-03-08,2.6,0.8,4.8,0.0,0.5
2003-03-09,3.4,0.0,7.0,1.1,0.0
2003-03-10,4.6,0.3,9.0,4.7,0.0
2003-03-11,5.6,0.5,11.0,6.2,0.0
2003-03-12,6.6,3.5,11.7,5.1,0.0
2003-03-13,5.8,1.7,10.7,6.5,0.0
2003-03-14,5.8,1.2,10.1,4.2,0.0
2003-03-15,8.3,4.3,13.4,4.7,0.0
2003-03-16,6.8,4.6,8.5,0.0,6.5
2003-03-17,6.2,3.1,10.1,1.3,1.5
2003-03-18,6.7,2.1,11.9,7.7,0.0
2003-03-19,7.1,2.0,12.4,6.9,0.0
2003-03-20,7.9,1.4,14.2,6.1,0.0
2003-03-21,9.8,6.3,14.0,1.5,0.1
2003-03-22,9.8,5.4,14.9,6.7,0.0
2003-03-23,9.0,5.9,12.4,0.0,0.0
2003-03-24,8.6,5.6,11.6,0.9,0.0
2003-03-25,6.9,5.4,10.6,1.6,0.0
2003-03-26,9.9,4.9,16.3,1.1,0.0
2003-03-27,8.1,5.6,11.2,4.9,1.5
2003-03-28,6.6,3.2,11.3,4.6,0.0
2003-03-29,8.0,2.0,13.0,5.7,0.0
2003-03-30,12.3,8.4,17.1,4.8,0.0
2003-03-31,16.0,11.4,20.9,1.9,0.0
2004-02-01,3.1,-0.6,9.1,6.2,0.0
2004-02-02,-1.7,-5.9,2.5,8.2,0.0
2004-02-03,-4.2,-7.1,-0.5,7.4,0.0
2004-02-04,-1.4,-5.8,2.5,7.7,0.0
2004-02-05,-4.9,-7.3,-0.8,7.9,0.0
2004-02-06,-4.0,-7.8,-0.6,5.1,0.4
2004-02-07,-3.6,-7.6,-0.4,8.6,0.0
2004-02-08,-0.2,-3.7,5.5,8.5,0.0
2004-02-09,-2.2,-6.5,3.0,9.0,0.0
2004-02-10,-0.3,-5.5,4.5,8.3,0.0
2004-02-11,2.3,-0.1,5.9,2.1,0.0
2004-02-12,1.9,-1.3,6.5,9.1,0.0
2004-02-13,3.8,-1.0,7.0,2.7,0.0
2004-02-14,3.5,0.8,6.8,5.6,0.4
2004-02-15,3.5,-0.6,8.6,9.0,0.0
2004-02-16,4.2,-0.4,9.6,8.4,0.0
2004-02-17,4.4,2.2,7.9,8.5,0.0
2004-02-18,5.3,-0.5,11.3,9.0,0.0
2004-02-19,8.2,1.5,15.6,8.9,0.0
2004-02-20,11.5,3.2,18.7,8.6,0.0
2004-02-21,10.7,7.9,14.6,0.0,46.0
2004-02-22,3.7,1.2,13.3,0.0,6.5
2004-02-23,1.5,-1.3,6.0,9.6,0.0
2004-02-24,4.0,0.4,6.3,0.0,0.0
2004-02-25,6.0,2.4,10.6,1.5,0.0
2004-02-26,1.5,-0.8,4.8,9.3,0.3
2004-02-27,1.9,-1.8,6.1,9.5,0.0
2004-02-28,5.5,0.3,10.5,0.4,1.0
2004-02-29,2.9,0.3,6.5,7.0,0.0
2004-03-01,1.7,-1.1,6.0,9.4,0.0
2004-03-02,-2.0,-4.5,1.5,10.1,0.0
2004-03-03,-1.7,-4.3,2.2,5.5,0.0
2004-03-04,-1.5,-5.5,2.5,6.5,14.6
2004-03-05,-0.1,-1.7,3.5,1.7,0.0
2004-03-06,-3.4,-5.0,-0.8,8.5,0.0
2004-03-07,-1.4,-5.6,2.2,10.0,0.0
2004-03-08,3.1,-2.2,6.9,3.7,0.0
2004-03-09,7.8,1.2,13.5,7.6,0.0
2004-03-10,10.4,7.5,14.0,0.2,0.0
2004-03-11,5.7,3.2,9.1,6.9,0.0
2004-03-12,6.9,2.9,11.6,9.1,0.0
2004-03-13,7.8,4.0,12.6,5.4,0.0
2004-03-14,6.7,4.0,12.0,6.5,0.0
2004-03-15,9.4,2.2,15.8,7.6,0.0
2004-03-16,14.5,8.8,18.7,4.1,1.0
2004-03-17,4.9,-1.0,16.3,2.0,9.0
2004-03-18,2.1,-1.8,7.0,10.5,0.0
2004-03-19,4.2,-0.5,9.6,6.8,0.0
2004-03-20,7.0,2.2,12.3,10.1,0.0
2004-03-21,10.0,4.0,15.5,5.2,0.0
2004-03-22,10.8,7.5,16.0,8.4,0.0
2004-03-23,9.0,4.5,14.0,9.9,0.0
2004-03-24,8.9,6.3,13.1,7.7,1.0
2004-03-25,9.1,5.5,14.3,8.5,0.0
2004-03-26,10.6,4.5,16.2,10.6,0.0
2004-03-27,10.8,6.0,16.2,10.8,0.0
2004-03-28,11.7,4.4,18.2,9.7,0.0
2004-03-29,14.1,11.1,18.0,0.0,0.0
2004-03-30,9.7,5.9,13.6,8.6,2.0
2004-03-31,7.9,3.9,12.3,10.0,0.0
2005-02-01,-10.2,-13.1,-6.8,8.8,0.0
2005-02-02,-6.9,-10.6,-2.5,9.0,0.0
2005-02-03,-4.6,-8.6,0.0,8.6,0.0
2005-02-04,-1.5,-5.0,2.4,7.0,0.0
2005-02-05,-1.6,-4.9,2.0,7.9,0.0
2005-02-06,-0.1,-5.0,5.5,6.1,0.0
2005-02-07,3.5,-0.8,5.5,0.0,0.0
2005-02-08,1.7,-0.6,5.8,8.0,0.0
2005-02-09,-1.4,-4.5,0.8,0.0,0.0
2005-02-10,-6.0,-8.8,-2.0,9.2,0.0
2005-02-11,-6.0,-9.3,-1.6,9.2,0.0
2005-02-12,-4.1,-7.5,0.1,4.7,0.0
2005-02-13,-1.6,-6.6,3.5,8.9,0.0
2005-02-14,1.8,-2.5,5.5,1.4,0.0
2005-02-15,4.6,0.8,10.0,1.3,5.0
2005-02-16,2.7,0.8,5.0,0.0,9.0
2005-02-17,4.7,0.0,10.5,9.4,0.0
2005-02-18,4.0,3.0,6.0,0.0,0.0
2005-02-19,-2.4,-7.9,3.2,7.3,0.2
2005-02-20,-7.1,-9.5,-3.4,7.7,0.0
2005-02-21,-5.8,-10.3,-1.7,9.9,0.0
2005-02-22,-1.0,-4.6,4.5,0.0,3.0
2005-02-23,-2.9,-5.4,-0.1,6.5,0.0
2005-02-24,-2.9,-6.0,3.2,7.6,0.0
2005-02-25,-4.8,-7.3,-1.5,9.9,0.0
2005-02-26,-5.0,-8.6,-1.0,10.1,0.0
2005-02-27,-2.1,-7.4,2.7,9.6,0.0
2005-02-28,0.6,-2.7,5.0,9.7,0.0
2005-03-01,-0.3,-4.5,4.5,9.3,0.0
2005-03-02,0.3,-2.0,4.5,7.3,2.4
2005-03-03,-1.3,-4.4,2.0,9.7,0.0
2005-03-04,-0.4,-4.5,4.0,9.7,0.0
2005-03-05,-0.9,-4.1,3.0,7.1,0.0
2005-03-06,0.5,-3.5,5.1,10.3,0.0
2005-03-07,3.8,-1.1,7.9,0.1,0.0
2005-03-08,4.2,1.7,8.6,7.0,0.0
2005-03-09,7.3,-1.2,14.6,9.5,0.0
2005-03-10,8.4,5.0,13.1,0.0,0.5
2005-03-11,0.7,-4.0,5.0,2.5,0.5
2005-03-12,-3.9,-6.5,-0.8,9.7,0.0
2005-03-13,-1.2,-5.1,3.0,10.4,0.0
2005-03-14,2.6,-2.7,7.8,10.2,0.0
2005-03-15,4.5,1.2,8.8,2.7,0.0
2005-03-16,7.5,3.2,12.5,5.1,0.0
2005-03-17,5.9,3.2,9.8,2.6,7.0
2005-03-18,3.9,1.7,8.3,10.5,0.0
2005-03-19,4.3,-0.6,10.3,10.2,0.0
2005-03-20,5.9,3.0,9.8,10.0,0.0
2005-03-21,7.1,2.0,12.0,6.0,0.0
2005-03-22,8.5,3.9,14.3,7.8,2.0
2005-03-23,8.7,5.3,13.6,7.9,0.0
2005-03-24,3.0,-0.2,7.5,7.7,0.1
2005-03-25,3.1,-1.7,7.0,7.2,0.0
2005-03-26,6.8,2.5,10.8,0.3,0.0
2005-03-27,10.5,6.0,17.6,8.1,0.0
2005-03-28,6.8,4.4,11.8,3.2,0.0
2005-03-29,5.6,2.2,10.3,10.6,0.0
2005-03-30,6.7,2.2,12.1,10.2,0.0
2005-03-31,9.5,3.5,15.5,9.0,0.0
2006-02-01,1.7,-2.5,5.4,5.3,0.0
2006-02-02,-2.9,-8.6,1.0,8.3,0.0
2006-02-03,-11.7,-14.1,-8.6,9.4,0.0
2006-02-04,-9.3,-13.1,-4.6,9.6,0.0
2006-02-05,-5.3,-10.3,-1.6,5.1,0.0
2006-02-06,0.2,-3.9,4.9,6.1,0.0
2006-02-07,-0.9,-4.8,1.2,0.0,8.4
2006-02-08,-7.2,-9.3,-3.9,8.8,0.0
2006-02-09,-4.5,-10.3,-1.2,5.7,0.9
2006-02-10,1.4,-1.7,4.0,3.6,0.0
2006-02-11,1.2,-2.7,5.1,8.0,0.0
2006-02-12,-1.8,-5.9,2.5,9.6,0.0
2006-02-13,4.5,-2.0,10.6,6.3,0.1
2006-02-14,5.5,4.4,7.5,0.0,5.5
2006-02-15,4.6,2.9,6.5,0.0,0.0
2006-02-16,1.7,-5.1,6.9,5.4,0.0
2006-02-17,-4.5,-8.1,-1.3,9.5,0.0
2006-02-18,0.2,-5.3,5.3,8.4,0.0
2006-02-19,3.3,-1.0,8.0,7.3,0.0
2006-02-20,3.8,-0.1,9.1,8.8,0.0
2006-02-21,4.4,-0.5,8.6,6.7,0.0
2006-02-22,3.0,-1.5,7.3,5.8,0.5
2006-02-23,1.1,-3.4,6.1,9.4,0.0
2006-02-24,4.6,-1.7,11.5,10.2,0.0
2006-02-25,7.0,2.7,10.8,1.4,0.0
2006-02-26,0.5,-3.5,7.5,5.0,0.2
2006-02-27,-0.5,-4.6,4.4,8.9,0.0
2006-02-28,2.8,0.5,4.8,0.0,0.1
2006-03-01,0.0,-2.4,2.5,6.0,3.8
2006-03-02,-0.9,-2.9,2.0,4.8,1.0
2006-03-03,0.5,-3.2,5.1,10.6,0.0
2006-03-04,3.6,-2.2,10.0,6.3,3.0
2006-03-05,7.9,4.5,12.6,6.0,0.0
2006-03-06,5.9,0.6,12.1,9.1,0.0
2006-03-07,5.7,1.2,11.1,7.9,0.0
2006-03-08,5.7,0.5,10.3,6.3,0.0
2006-03-09,10.7,6.8,15.6,2.4,0.0
2006-03-10,9.9,7.0,14.6,3.0,0.0
2006-03-11,6.2,0.8,9.8,0.0,0.0
2006-03-12,-4.3,-6.4,1.0,7.6,0.0
2006-03-13,-2.0,-6.9,3.0,3.2,0.0
2006-03-14,0.8,-3.7,4.9,9.7,0.0
2006-03-15,5.7,-0.4,11.0,7.7,0.0
2006-03-16,4.1,3.0,6.9,0.0,4.5
2006-03-17,8.8,3.2,15.1,4.6,0.0
2006-03-18,9.0,3.7,13.1,4.3,0.0
2006-03-19,4.3,0.8,8.8,11.1,0.0
2006-03-20,5.1,0.6,8.5,0.9,0.0
2006-03-21,9.7,2.9,16.2,9.9,0.0
2006-03-22,10.3,6.0,17.2,3.6,0.0
2006-03-23,6.3,3.0,10.8,11.1,0.0
2006-03-24,6.2,0.8,12.0,11.0,0.0
2006-03-25,8.9,4.4,14.8,7.3,0.0
2006-03-26,6.5,1.8,11.8,9.2,0.0
2006-03-27,6.8,2.9,12.1,9.0,0.0
2006-03-28,2.9,1.0,4.9,2.5,0.2
2006-03-29,3.8,-0.3,7.1,6.1,1.5
2006-03-30,4.4,0.2,9.3,11.6,0.0
2006-03-31,8.1,1.1,14.1,9.1,0.0
2007-02-01,-5.4,-8.3,-1.5,8.5,0.0
2007-02-02,-5.0,-8.6,-0.5,9.3,0.0
2007-02-03,0.3,-5.6,6.4,0.8,0.0
2007-02-04,3.0,-2.2,9.3,9.1,0.0
2007-02-05,4.5,0.3,8.1,0.9,0.0
2007-02-06,8.0,5.5,13.3,5.0,0.0
2007-02-07,7.1,1.2,13.8,9.0,0.0
2007-02-08,5.6,4.5,6.5,0.0,1.0
2007-02-09,4.6,3.9,6.1,2.2,0.0
2007-02-10,3.5,0.4,6.0,4.5,0.0
2007-02-11,1.3,-2.5,5.8,9.6,0.0
2007-02-12,3.4,-0.8,8.3,8.4,0.0
2007-02-13,3.7,1.2,7.4,0.0,11.5
2007-02-14,-0.1,-3.2,4.0,5.8,0.1
2007-02-15,0.0,-3.5,4.4,9.7,0.0
2007-02-16,3.1,-3.2,9.5,9.6,0.0
2007-02-17,6.2,3.5,10.1,0.4,0.0
2007-02-18,5.6,0.6,12.1,8.9,0.0
2007-02-19,4.4,1.7,10.3,7.1,0.0
2007-02-20,5.6,0.4,12.0,9.9,0.0
2007-02-21,5.2,2.2,8.5,0.0,0.0
2007-02-22,7.6,2.5,13.1,5.5,0.0
2007-02-23,2.9,-0.6,7.4,10.1,0.0
2007-02-24,4.3,-1.7,9.3,7.2,0.0
2007-02-25,7.3,4.5,11.5,2.8,0.0
2007-02-26,8.3,3.7,14.0,10.2,0.0
2007-02-27,7.7,3.9,12.5,6.7,0.0
2007-02-28,8.1,2.7,14.8,10.3,0.0
2007-03-01,10.2,3.9,15.3,4.4,0.0
2007-03-02,8.3,6.5,12.0,0.0,22.0
2007-03-03,10.4,8.6,12.0,0.0,0.2
2007-03-04,10.9,5.5,14.1,0.0,34.0
2007-03-05,-2.1,-5.3,5.5,0.5,2.0
2007-03-06,-5.0,-7.6,-1.6,10.1,0.0
2007-03-07,-2.8,-6.9,1.2,7.2,0.9
2007-03-08,0.7,-3.5,3.9,3.9,1.0
2007-03-09,4.9,0.6,9.3,7.9,0.0
2007-03-10,2.3,-3.5,6.5,1.5,1.0
2007-03-11,0.1,-3.7,3.5,8.9,0.0
2007-03-12,3.1,-1.8,7.5,10.3,0.0
2007-03-13,5.1,0.6,10.1,9.9,0.0
2007-03-14,6.6,1.3,11.6,8.6,0.0
2007-03-15,9.1,5.0,14.5,9.2,0.0
2007-03-16,7.9,5.0,12.8,4.4,0.0
2007-03-17,6.9,3.2,11.6,6.8,0.0
2007-03-18,6.3,1.7,11.6,10.8,0.0
2007-03-19,6.8,1.8,12.3,8.0,0.0
2007-03-20,5.4,1.7,10.1,2.4,0.0
2007-03-21,6.7,5.4,8.3,0.0,1.0
2007-03-22,7.9,6.0,12.6,3.9,0.0
2007-03-23,10.8,6.0,16.2,4.4,0.4
2007-03-24,9.5,7.8,13.0,0.2,10.5
2007-03-25,8.0,4.4,12.3,7.2,0.0
2007-03-26,9.6,3.0,13.5,4.6,0.0
2007-03-27,10.5,8.3,13.8,1.0,0.5
2007-03-28,5.5,3.0,9.5,0.0,10.5
2007-03-29,5.6,1.8,10.6,1.8,18.0
2007-03-30,9.6,3.4,15.6,9.2,0.0
2007-03-31,8.9,7.9,11.1,0.0,21.5
2008-02-01,-3.3,-7.5,1.6,8.8,0.0
2008-02-02,-1.1,-5.2,3.1,9.2,0.0
2008-02-03,-0.7,-2.7,2.5,5.8,0.0
2008-02-04,-2.7,-5.1,1.2,8.5,0.0
2008-02-05,-3.4,-7.1,0.7,6.6,0.0
2008-02-06,-3.2,-6.2,1.3,9.5,0.0
2008-02-07,-3.9,-7.9,0.8,9.6,0.0
2008-02-08,-2.7,-7.5,1.5,7.0,0.0
2008-02-09,-1.9,-3.5,0.7,5.9,0.0
2008-02-10,-1.3,-5.3,3.4,6.7,0.0
2008-02-11,-0.9,-4.0,4.0,4.9,0.0
2008-02-12,-6.9,-9.7,-3.3,9.5,0.0
2008-02-13,-5.8,-10.1,-1.1,9.7,0.0
2008-02-14,-2.1,-7.0,2.7,9.7,0.0
2008-02-15,-3.5,-6.2,0.2,9.7,0.0
2008-02-16,-3.4,-7.4,1.2,9.7,0.0
2008-02-17,-2.3,-5.5,2.2,9.7,0.0
2008-02-18,-1.5,-5.8,4.0,7.4,0.0
2008-02-19,0.5,-5.1,5.2,8.9,0.0
2008-02-20,2.7,-0.5,7.6,9.4,0.0
2008-02-21,4.4,-1.2,9.6,8.6,0.0
2008-02-22,5.9,1.2,10.5,3.1,1.0
2008-02-23,-2.6,-4.5,1.2,10.0,0.0
2008-02-24,-1.5,-7.2,4.4,10.1,0.0
2008-02-25,-0.9,-3.1,2.5,0.0,6.6
2008-02-26,-1.1,-2.5,1.2,6.7,7.4
2008-02-27,1.1,-4.2,6.1,9.9,0.0
2008-02-28,3.1,-2.3,8.4,7.5,0.0
2008-02-29,4.6,1.7,9.8,2.1,0.0
2008-03-01,3.0,-0.5,7.8,10.4,0.0
2008-03-02,2.6,0.7,5.3,0.2,0.2
2008-03-03,3.2,-0.1,8.0,8.1,0.0
2008-03-04,1.8,0.5,3.9,1.8,4.0
2008-03-05,2.8,-1.7,8.0,9.1,0.0
2008-03-06,4.3,1.5,7.8,3.5,0.1
2008-03-07,4.5,0.1,9.6,10.6,0.0
2008-03-08,5.3,0.4,10.8,10.6,0.0
2008-03-09,5.9,3.0,11.8,8.3,0.0
2008-03-10,6.5,3.4,11.3,6.9,0.0
2008-03-11,10.9,6.8,16.3,5.5,0.0
2008-03-12,12.5,8.0,19.2,6.2,0.0
2008-03-13,9.9,7.2,12.0,0.0,0.4
2008-03-14,8.5,3.7,14.1,7.5,0.0
2008-03-15,8.3,4.5,13.5,7.3,0.0
2008-03-16,7.3,4.0,12.0,10.1,0.0
2008-03-17,9.0,2.5,15.1,9.6,0.0
2008-03-18,12.3,6.0,19.1,7.7,0.0
2008-03-19,11.2,7.6,17.3,7.8,0.0
2008-03-20,11.6,5.2,17.9,10.9,0.0
2008-03-21,13.1,7.2,19.8,8.1,0.0
2008-03-22,12.3,7.8,16.9,2.3,7.0
2008-03-23,7.6,5.0,8.9,0.0,27.5
2008-03-24,6.6,3.7,11.8,6.0,1.0
2008-03-25,4.4,3.0,6.0,0.0,0.5
2008-03-26,6.6,3.3,10.3,8.4,0.0
2008-03-27,7.1,5.0,9.6,4.9,0.0
2008-03-28,7.4,2.4,12.5,9.2,0.0
2008-03-29,6.0,5.0,8.1,0.0,13.0
2008-03-30,7.2,5.0,10.3,0.7,0.2
2008-03-31,8.1,4.2,12.4,5.6,0.0
2009-02-01,5.3,1.6,10.5,8.7,0.0
2009-02-02,5.2,2.1,8.0,0.0,0.0
2009-02-03,5.7,2.9,11.1,6.8,0.0
2009-02-04,4.4,1.5,8.9,6.6,0.0
2009-02-05,4.4,3.2,6.0,0.0,0.2
2009-02-06,3.2,0.6,6.8,1.3,0.0
2009-02-07,2.8,0.4,5.0,0.0,0.0
2009-02-08,2.7,-2.2,8.2,9.0,0.0
2009-02-09,5.0,2.6,8.1,5.3,0.0
2009-02-10,4.5,2.0,6.5,0.2,0.0
2009-02-11,5.7,3.2,9.2,2.1,0.0
2009-02-12,6.8,1.8,10.6,1.7,0.2
2009-02-13,10.4,4.3,16.1,0.0,34.5
2009-02-14,3.6,2.1,5.3,0.5,0.0
2009-02-15,-1.6,-6.4,2.4,2.1,0.4
2009-02-16,-6.0,-8.6,-2.3,9.7,0.0
2009-02-17,-4.6,-8.6,-0.5,9.7,0.0
2009-02-18,-2.2,-6.0,1.4,5.7,0.0
2009-02-19,0.6,-1.8,3.9,0.0,0.4
2009-02-20,-2.5,-6.8,-0.1,7.2,1.0
2009-02-21,-2.2,-7.8,2.7,9.4,0.0
2009-02-22,3.0,0.1,7.0,0.1,0.0
2009-02-23,6.2,-0.2,11.9,7.0,0.0
2009-02-24,7.6,6.2,10.2,0.0,0.2
2009-02-25,2.8,-0.8,6.4,5.2,0.0
2009-02-26,2.4,-2.5,7.3,7.6,0.0
2009-02-27,3.9,-1.0,8.6,10.1,0.0
2009-02-28,5.2,0.9,10.2,9.6,0.0
