지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
95,철원,2014-04-21,13.2,5.1,20.8,,5.3,1.9,49,10.7,
95,철원,2014-04-22,14,3.9,22.6,,5.8,1.8,39.1,10.8,
95,철원,2014-04-23,15.1,3.9,24.2,,4.4,1.6,41.3,11.7,
95,철원,2014-04-24,15.5,6.7,25,,4.5,1.4,45.9,9.2,
95,철원,2014-04-25,15.7,5,25.3,,5.1,1.7,37.4,10.9,
95,철원,2014-04-26,15.9,6.9,24.8,,4.8,1.6,37,6.1,
95,철원,2014-04-27,13.4,10.8,18,8,2.9,1,84.4,.1,
95,철원,2014-04-28,13.8,11.6,16.7,2.5,5.5,2.7,77.4,0,
95,철원,2014-04-29,13.9,11.7,16.7,1,8,5.3,62.3,.6,
95,철원,2014-04-30,15.2,11.1,21.9,,6.5,2.8,59.1,6.1,
98,동두천,2014-04-01,14.2,5.6,24.2,,6,1.7,30.5,10.1,
98,동두천,2014-04-02,14.5,6.9,23.6,,5.7,2,30.5,10.3,
98,동두천,2014-04-03,9,4.3,13.6,1.4,6.3,2.1,56.1,0,
98,동두천,2014-04-04,6,.4,13.2,,6.1,2.5,46.9,7.8,
98,동두천,2014-04-05,4,-.7,11.6,1.4,6.9,1.6,69.5,8.4,
98,동두천,2014-04-06,6.6,-.8,14.6,,7.5,2.9,50.8,11.8,
98,동두천,2014-04-07,9.6,2.3,19,,5.5,2.2,59.8,10,
98,동두천,2014-04-08,11.2,2.5,21.8,,4.8,1.6,49.5,11.5,
98,동두천,2014-04-09,9.6,3.2,18.4,,4,1.8,71.5,8.1,
98,동두천,2014-04-10,13,6.9,22,,4.7,1.6,61.9,7,
98,동두천,2014-04-11,12.9,7.3,21.4,,5.6,1.9,63.6,6.1,
98,동두천,2014-04-12,13.4,9.3,19.1,,4.8,1.4,64.5,.2,
98,동두천,2014-04-13,16.6,10.6,26.2,,6,1.6,50.8,8.6,
98,동두천,2014-04-14,15.9,8.9,24,,6.4,2.1,47.8,10.6,
98,동두천,2014-04-15,12.7,7.3,19,,4.6,1.7,67.1,5.1,
98,동두천,2014-04-16,14,9.7,21.5,,4.2,1.4,74.5,4.2,
98,동두천,2014-04-17,14.1,8.5,23.5,2.3,3.3,1.3,69.4,2.9,
98,동두천,2014-04-18,15.8,10,25,,5.4,2,44,9.1,
98,동두천,2014-04-19,13.2,9.2,18.8,,5.2,2.2,44.6,.8,
98,동두천,2014-04-20,14.1,8.8,22.1,,5.7,2.1,47.3,10.1,
98,동두천,2014-04-21,14.4,7.6,23.3,,6.5,1.9,48,10.8,
98,동두천,2014-04-22,15.3,6.8,25.4,,6.7,2.2,36.6,11.2,
98,동두천,2014-04-23,16.3,7,25.5,,4.9,1.7,41.3,12.1,
98,동두천,2014-04-24,16.8,9,26.5,,5.6,1.4,43.5,9.8,
98,동두천,2014-04-25,17.1,8.4,26.9,,6.2,1.7,31.4,11.7,
98,동두천,2014-04-26,17,9.6,27.3,,6.6,1.6,32.6,5.5,
98,동두천,2014-04-27,14.2,11.4,19.4,9.8,3.4,1,81.9,.1,
98,동두천,2014-04-28,13.7,11.5,16.3,7.1,3.6,1.5,81.8,.2,
98,동두천,2014-04-29,14.5,11.5,19.1,.1,6.1,2.4,62.8,.8,
98,동두천,2014-04-30,15.6,11.2,23.1,0,3.9,2.1,56.9,5.3,
99,파주,2014-04-01,12.6,2.9,22.9,,4.4,1.3,42,9.7,
99,파주,2014-04-02,12.6,3.4,22,,4.7,1.4,40.9,10.3,
99,파주,2014-04-03,8.3,2.7,13.6,2.1,7.1,2.3,61.3,.8,
99,파주,2014-04-04,5,-1.4,12.6,,5.6,1.8,57.4,9.1,
99,파주,2014-04-05,4,-2.8,9.7,0,6.3,1.5,63.1,8,
99,파주,2014-04-06,6.2,-2.5,13.7,,6.6,2.6,50.8,11.8,
99,파주,2014-04-07,9.5,3.8,16.8,,5.9,2.7,64.5,10.2,
99,파주,2014-04-08,9.1,.2,19.2,,3.8,1.3,65.8,9.2,
99,파주,2014-04-09,8.4,5.6,13.8,,3.5,1.5,83.8,4,
99,파주,2014-04-10,11,7,19.8,,3.5,1.3,71.1,6.6,
99,파주,2014-04-11,10.7,4.4,19.4,,5.3,1.6,75.8,8.4,
99,파주,2014-04-12,12.3,7.6,16.4,,2.5,.9,72.3,.2,
99,파주,2014-04-13,15.5,9.2,24.4,,4.5,1.4,56.6,8.5,
99,파주,2014-04-14,14.1,6.7,23,,4.7,1.9,58.1,10.8,
99,파주,2014-04-15,10.2,6.4,15.7,,3.8,1.7,82.1,1.9,
99,파주,2014-04-16,12.9,8.6,19.2,,3.5,1.5,79.5,3.4,
99,파주,2014-04-17,13.3,8.3,21.7,1.1,3.4,1.4,71,3.4,
99,파주,2014-04-18,14.9,10.1,23.4,,4.3,2.1,47.9,9.2,
99,파주,2014-04-19,13.1,8.9,17.7,,4.1,2.5,46.1,.8,
99,파주,2014-04-20,13.3,6.8,20.8,,5.2,2,52.6,10.8,
99,파주,2014-04-21,13.4,7.2,21.2,,5.4,1.4,58,9.3,
99,파주,2014-04-22,14.3,4.5,22.8,,6.1,1.6,46.8,10.7,
99,파주,2014-04-23,14.3,4.2,24.5,,4.4,1.5,56,12.1,
99,파주,2014-04-24,14.8,6.4,25.1,,4.6,1.2,60.3,10,
99,파주,2014-04-25,15,5.2,25.5,,4.1,1.3,46.3,11.6,
99,파주,2014-04-26,15.5,6.9,24.7,,4.9,1.3,45.1,4.8,
99,파주,2014-04-27,14,11.8,19.2,8.8,3.1,1.4,84.6,.1,
99,파주,2014-04-28,14.1,11.8,16.7,6.3,6,2.8,78.9,.2,
99,파주,2014-04-29,14.7,11.9,19.4,.4,6.4,3.2,60.3,2.1,
99,파주,2014-04-30,14.9,10.4,22.3,,5,2.2,56.5,7.1,
100,대관령,2014-04-01,7.5,-1.4,17.6,,5.1,1.3,57,10.6,19.06
100,대관령,2014-04-02,10.3,-.1,18.6,,7.5,2.9,44.6,10.1,19.69
100,대관령,2014-04-03,3.7,-1.8,9,15,7.6,2.9,79.3,0,5.75
100,대관령,2014-04-04,-.6,-4.5,3,7.4,8.8,2.9,79.6,4.5,12.98
100,대관령,2014-04-05,-1,-6.1,4.3,2.7,5.4,1.7,85.1,4.7,13.58
100,대관령,2014-04-06,1.7,-7.9,7.9,1,10.8,4.9,55.3,12.1,23.19
100,대관령,2014-04-07,8.7,.4,14.4,,12.5,7,45.3,11.5,24.88
100,대관령,2014-04-08,8.2,.8,15.1,,5.8,2.2,58.3,11.7,22.21
100,대관령,2014-04-09,10.4,-.9,19.6,,8.9,3,46.3,11.6,22.94
100,대관령,2014-04-10,5.2,.6,9.9,,5.7,2.6,62.5,4,10.46
100,대관령,2014-04-11,6.2,-1.5,12.3,,5.2,1.8,68.3,8.9,20.55
100,대관령,2014-04-12,8.4,3.3,14.3,,4.4,1.2,78.8,3,8.92
100,대관령,2014-04-13,7.3,.6,12.8,,5.4,2.1,81.5,8.2,19.44
100,대관령,2014-04-14,10.6,-1.9,19.6,,6.5,2.4,53.5,10.9,19.56
100,대관령,2014-04-15,13.7,7.4,20.5,,11.3,5.3,54.1,10.3,21.33
100,대관령,2014-04-16,12.3,5.7,18.9,,7,3.3,72.1,9.9,20.9
100,대관령,2014-04-17,7.8,4.2,15.5,2.5,5.9,2.7,87.6,5.4,12.67
100,대관령,2014-04-18,6.1,4.5,10.2,.1,5.3,2.7,89.1,3.5,10.29
100,대관령,2014-04-19,5.1,3.7,6.9,,4.9,2.3,74.5,0,4.88
100,대관령,2014-04-20,8.8,.2,16.7,,4.8,2.1,61.3,11.8,24.07
100,대관령,2014-04-21,10.2,4.8,17.6,,7.2,3.3,51.3,10.3,21.38
100,대관령,2014-04-22,8.3,.1,15.7,,5.3,1.7,51.8,10.9,19.7
100,대관령,2014-04-23,9.7,-.3,19.2,,4.8,1.7,47.1,12.3,23.75
100,대관령,2014-04-24,11.5,.2,21.2,,5,1.6,48.4,10,20.93
100,대관령,2014-04-25,12.2,1.4,22.5,,4.9,1.7,46.8,12,24.21
100,대관령,2014-04-26,13.7,2.4,21.7,,6,2.5,46.6,7.5,17.37
100,대관령,2014-04-27,12.4,9.1,14.9,1,7.6,4,68.8,.1,7.31
100,대관령,2014-04-28,8.4,7.6,9.3,33.5,7.7,3.9,93.1,0,3.11
100,대관령,2014-04-29,8.7,7.7,9.4,78.5,8.8,5.7,91.4,0,6.49
100,대관령,2014-04-30,8.4,5.7,11.9,1,5.7,2.3,89.9,.1,7.76
101,춘천,2014-04-01,13.1,3.1,23.3,,3.7,1,46.8,10.5,17.87
101,춘천,2014-04-02,14.7,5.7,23.1,,4.8,1.5,42.1,10.5,18.31
101,춘천,2014-04-03,7.7,3.7,11.2,7.5,5.4,1.5,78.9,0,3.29
101,춘천,2014-04-04,5.7,.8,10.9,,4.6,1.5,66.1,6.8,14.94
101,춘천,2014-04-05,3.9,-1.5,10.3,2.1,6,1.2,79.9,6.4,12.71
101,춘천,2014-04-06,7.1,-.2,15.2,,5.4,2.1,58.5,9.8,21.18
101,춘천,2014-04-07,10.4,.8,18.9,,5.1,1.9,57.6,8.9,17.33
101,춘천,2014-04-08,12.1,2.6,21.8,,3.7,1.2,54.8,11.3,20.24
101,춘천,2014-04-09,12.9,3.7,22.3,,4.5,1.5,54.4,11.1,19.86
101,춘천,2014-04-10,13.5,6.3,21,,3.7,1.1,60.1,8.3,17.81
101,춘천,2014-04-11,14.5,6.6,22,,3.5,1.2,59.5,7.9,17.27
101,춘천,2014-04-12,15.2,10.8,20.9,0,3.4,1,67.5,2.4,11.8
101,춘천,2014-04-13,16.4,10.9,24.4,,4.5,1.8,53.1,8.5,19.39
101,춘천,2014-04-14,15.9,6.7,24.9,,5.1,1.6,46.8,10.7,19.12
101,춘천,2014-04-15,15.4,6.6,23.1,,4.8,1.7,61.1,7.4,15.6
101,춘천,2014-04-16,14.7,10.2,20.2,,4,1.3,79.9,3.5,12.16
101,춘천,2014-04-17,14.5,8.6,21.7,1.2,3.5,1.1,73.5,2.1,10.76
101,춘천,2014-04-18,15.2,10.5,22.7,0,4.4,1.6,57,8.2,18.56
101,춘천,2014-04-19,11.5,9,14.1,,4,2.3,57.5,0,4.9
101,춘천,2014-04-20,14.5,6.7,21.6,,3.6,1.5,55.4,10.5,21.26
101,춘천,2014-04-21,14.6,6.7,22,,4.7,1.5,53.1,10.4,19.25
101,춘천,2014-04-22,14.8,5.9,22.7,,4,1.2,45.9,9.1,18.37
101,춘천,2014-04-23,15.5,5.7,25,,3.4,1.1,48.9,11.3,21.39
101,춘천,2014-04-24,16.6,7.8,25.9,,3.3,1.2,49.9,9.4,20.75
101,춘천,2014-04-25,16.9,7.3,26.8,,3.6,1.1,49,11.2,20.75
101,춘천,2014-04-26,17.2,8.7,25.6,,3,1.1,48.3,5.6,14.96
101,춘천,2014-04-27,15.7,13.2,18.1,4.9,1.8,.8,82.8,0,7.52
101,춘천,2014-04-28,14,12.8,15.1,9,3.3,1.5,87.6,0,4.07
101,춘천,2014-04-29,14.7,12.9,16.9,.8,4.9,2.2,69,1.2,6.83
101,춘천,2014-04-30,15.6,12.1,19.9,,3.7,1.5,70.4,3,14.04
102,백령도,2014-04-01,13.5,9.9,18.1,,6.9,3.6,18.8,10.5,
102,백령도,2014-04-02,11.4,7.6,16,,8.6,5.7,47.9,10.3,
102,백령도,2014-04-03,6.3,4.5,8.9,,12,4.9,60.8,5.9,
102,백령도,2014-04-04,5,3,9.1,,5.3,3,53.8,10.3,
102,백령도,2014-04-05,4.5,2.7,7,,7.1,4.9,58,9.6,
102,백령도,2014-04-06,6.6,3.8,10.3,,9.7,5.5,60.1,11.5,
102,백령도,2014-04-07,8.6,6.2,12.8,,10.3,6.9,68.8,10.7,
102,백령도,2014-04-08,7.2,5.5,11.9,,9.9,5.3,87.6,7,
102,백령도,2014-04-09,6.3,4.8,9.7,,8.4,3.7,92.5,3.1,
102,백령도,2014-04-10,6.5,3.3,10.8,,4.7,2.2,89.8,4,
102,백령도,2014-04-11,7.4,2.8,11.5,,7.2,3,74.8,8.9,
102,백령도,2014-04-12,9.1,5.9,11.7,1,5.8,2.8,91.5,0,
102,백령도,2014-04-13,10,5.7,15.6,,5.9,2.9,73,10,
102,백령도,2014-04-14,9.4,5.6,17.8,,9,4.4,79.4,10.9,
102,백령도,2014-04-15,8.3,5.9,13.3,,7.6,3.4,91.5,3.6,
102,백령도,2014-04-16,10.1,6.1,17.2,,8.9,4.4,74.5,4.5,
102,백령도,2014-04-17,10.3,6.3,15.3,.5,8.3,4,52,2,
102,백령도,2014-04-18,10.9,8.1,15.5,,6.7,3.4,61.3,9.9,
102,백령도,2014-04-19,11.4,8.1,14.3,,10.9,6.4,61.9,7.8,
102,백령도,2014-04-20,10.3,7.6,14.6,,7.6,4.8,80.9,9.1,
102,백령도,2014-04-21,12,7.1,17.4,,7.9,3.9,55.6,11.1,
102,백령도,2014-04-22,14.9,8.3,21,,8.8,4.4,35.6,11.6,
102,백령도,2014-04-23,13.9,10.7,20,,9.2,4.4,71,10.4,
102,백령도,2014-04-24,14,8.1,19.9,,8,5,64.6,11.5,
102,백령도,2014-04-25,16.2,12.7,21.6,,5.4,3.7,43.1,11.2,
102,백령도,2014-04-26,14.6,11.5,20.1,6.5,7,3.2,51.3,1.4,
102,백령도,2014-04-27,11.1,10.1,12.7,22.5,8.6,6,96.5,0,
102,백령도,2014-04-28,11.4,10,14.2,7.5,7,4.5,92,.1,
102,백령도,2014-04-29,13.6,8.9,16.4,1,6.9,3.2,59.4,6.8,
102,백령도,2014-04-30,13.8,9.9,18.2,,6.9,3.9,45,12.3,
104,북강릉,2014-04-01,13.4,8.5,18.1,,3.1,1.4,45.5,10.8,19.7
104,북강릉,2014-04-02,16.8,8.6,22.7,,5.4,2.3,27.5,8.7,17.49
104,북강릉,2014-04-03,7.5,2.3,15,23.5,8,2.5,84,0,1.78
104,북강릉,2014-04-04,3.8,1.5,7.6,2,5,2.5,77.6,3.6,10.72
104,북강릉,2014-04-05,3.9,-.1,10.1,6.5,4.6,2,73.6,5.1,9.91
104,북강릉,2014-04-06,7.5,.7,12.1,,5.1,2.8,42.3,11.8,23.94
104,북강릉,2014-04-07,16.3,7.6,22.2,,10.4,4.3,23.1,8.5,17.78
104,북강릉,2014-04-08,13.5,8.8,17.3,,5.7,2,42.3,11.4,21.39
104,북강릉,2014-04-09,18,10.3,22.9,,4.5,2.4,26.4,11.2,22.11
104,북강릉,2014-04-10,10.4,5.3,19.3,,4.9,2.1,48.8,4.5,14.19
104,북강릉,2014-04-11,9.6,4.4,13.9,,3.3,1.6,61.6,9.4,19.68
104,북강릉,2014-04-12,10.9,8.4,13.9,0,3,1.4,79.5,3.6,10.45
104,북강릉,2014-04-13,11.4,8.4,15.4,,3.6,1.5,83.6,8.1,17.73
104,북강릉,2014-04-14,14.4,6.1,20.2,,4,1.7,62.4,11.1,21.34
104,북강릉,2014-04-15,20.9,14.5,26.5,,7.2,3.1,33.3,10.2,19.68
104,북강릉,2014-04-16,14.2,9.5,16.9,,4.4,2.2,61.3,10.8,19.52
104,북강릉,2014-04-17,12,9.2,16.2,1.5,4.3,2.2,68.8,5.1,12.47
104,북강릉,2014-04-18,10.2,8.7,13.2,.1,3.6,1.9,73.1,1.9,7.71
104,북강릉,2014-04-19,9.5,6.1,13.1,,4.8,1.9,68.6,0,4.67
104,북강릉,2014-04-20,11.1,5.3,16.1,,6,2,66.5,11.3,23.25
104,북강릉,2014-04-21,14.7,9.3,20.1,,4.8,1.9,42.1,10.7,20.64
104,북강릉,2014-04-22,15.5,9,20.5,,3.7,1.8,30.9,11.1,23.6
104,북강릉,2014-04-23,17.7,11.2,23.4,,4,2.1,27.9,12,23.92
104,북강릉,2014-04-24,18.7,12.9,24,,5.2,2.2,30.8,9.9,21.21
104,북강릉,2014-04-25,19.7,13.5,25.2,,4.4,2.3,25,11.7,23.3
104,북강릉,2014-04-26,20.7,15.6,26.6,,3.6,2,31.6,7.8,17.61
104,북강릉,2014-04-27,17.1,14.1,20.7,.5,4.9,1.6,55.4,0,6.99
104,북강릉,2014-04-28,12.5,11.7,14,30,5.1,1.7,88.5,0,2.48
104,북강릉,2014-04-29,11.8,10.6,12.5,106.5,4.5,3,89.9,0,1.25
104,북강릉,2014-04-30,11.1,8.5,13.8,4.5,4.9,2.6,75,.1,7.52
105,강릉,2014-04-01,14.3,9.2,18.8,,4,1.9,40.4,9,20.04
105,강릉,2014-04-02,17.2,9.2,23.9,,4.9,2.8,28.1,8.4,19.12
105,강릉,2014-04-03,8.3,2.9,16.2,24.5,6.4,2.5,82.3,.3,1.88
105,강릉,2014-04-04,4.4,2.7,8.1,3.5,4.4,2.1,76.6,2.3,8.71
105,강릉,2014-04-05,4.8,1.3,10.7,6.5,4.7,2.3,70.6,5.7,12.81
105,강릉,2014-04-06,8.7,2.6,12.9,,5.7,2.8,39,11.5,25.21
105,강릉,2014-04-07,16.9,10.8,22,,9.8,5.2,22.8,7.3,19.17
105,강릉,2014-04-08,14.5,9.4,18.2,,5.1,2.3,40.5,10.7,22.44
105,강릉,2014-04-09,19.2,10.4,24.4,,5.8,2.8,22.6,10.8,23.59
105,강릉,2014-04-10,11.7,6.3,18.8,,5.4,2.4,44,4.8,15.35
105,강릉,2014-04-11,10.5,4.9,15.3,,3.4,1.6,60.4,7.7,21.22
105,강릉,2014-04-12,11.9,8.7,15.2,,2.7,1.1,75.4,2.5,10.84
105,강릉,2014-04-13,12.2,8.5,16.3,,3.1,1.4,79,7.3,17.64
105,강릉,2014-04-14,14.6,5.8,21.7,,3.6,1.7,56.1,8.8,22.34
105,강릉,2014-04-15,21.9,17.4,27.8,,6.7,4,30.5,9.4,21.1
105,강릉,2014-04-16,16.2,11.7,19.7,,4.9,2.1,55,9.8,20.87
105,강릉,2014-04-17,13.7,10.3,17.8,2.5,4,2.3,64.3,4.5,12.44
105,강릉,2014-04-18,11.3,9.7,13.5,.2,3.3,1.7,69.6,1.2,6.42
105,강릉,2014-04-19,10.5,7.3,13.2,,4.6,1.7,64,.1,5.9
105,강릉,2014-04-20,12.3,6.4,17.8,,5.2,1.8,60.8,10.9,24.98
105,강릉,2014-04-21,16.1,11.2,20.7,,4.1,2,37,10.2,21.8
105,강릉,2014-04-22,15.9,10.6,21.5,,4.5,2.3,32.1,9.7,24.64
105,강릉,2014-04-23,18.6,13.4,24,,3.6,2.3,24.4,11.4,25.39
105,강릉,2014-04-24,19.6,14.6,25,,4.8,2.7,27.8,9,22.1
105,강릉,2014-04-25,20.4,14.1,26.1,,5,3,25.1,10.9,24.83
105,강릉,2014-04-26,22.5,17.5,27.7,,4.8,2.8,25.8,5.8,18.5
105,강릉,2014-04-27,18.6,15.4,22,.1,4.5,2.5,51.3,.1,8.41
105,강릉,2014-04-28,13.5,13,15.4,26.5,4.4,1.7,89.8,0,3.69
105,강릉,2014-04-29,12.5,11.4,13.4,119,4.5,2.8,94.6,.2,1.71
105,강릉,2014-04-30,11.6,9.3,14.2,6.5,4.8,2.3,75.8,.4,7.1
106,동해,2014-04-01,13.2,8.7,17.9,,3.3,1.8,53.4,10.1,
106,동해,2014-04-02,15,10,20.5,,5.7,1.7,46.3,6.1,
106,동해,2014-04-03,8.5,3.4,15.3,19.5,12.7,5.3,81.4,0,
106,동해,2014-04-04,4.8,3,8.3,4.5,11,4.3,75.6,5.7,
106,동해,2014-04-05,5.2,1.1,10.3,3,5.6,2.4,72.8,5.7,
106,동해,2014-04-06,7.6,2.4,11.8,.5,9.2,3.1,48.9,10.7,
106,동해,2014-04-07,17.1,8.7,23.9,,7.5,3,22.8,10.3,
106,동해,2014-04-08,13,8.8,16.8,,6.6,3,51.8,11,
106,동해,2014-04-09,16.9,9,21.5,,6.1,2.8,34.1,11.4,
106,동해,2014-04-10,10.7,5.6,19.8,,7.5,3.5,47.6,3.5,
106,동해,2014-04-11,10.6,4.5,14.2,,8.3,2.5,59.9,10.1,
106,동해,2014-04-12,11.9,9.3,14.2,,4.7,1.9,77.5,4.5,
106,동해,2014-04-13,12.1,8,14.8,,8.1,2.9,85,8.5,
106,동해,2014-04-14,12.7,5.4,16.7,,5.3,2.2,71.5,11.2,
106,동해,2014-04-15,20.4,14.8,26.5,,8,3.9,38.3,10.1,
106,동해,2014-04-16,14.6,10.4,20,,9.8,3.9,66.1,10.1,
106,동해,2014-04-17,12.7,10.1,15.9,4,9.6,4.5,71.6,6.1,
106,동해,2014-04-18,10.9,9.7,13.2,.5,4.7,2.6,74.8,2.9,
106,동해,2014-04-19,10.8,7.4,14,,5.8,2.9,65,.2,
106,동해,2014-04-20,10.9,6.9,14.2,,8.7,3.7,71.4,11.5,
106,동해,2014-04-21,14.8,9.1,19.7,,7.6,2.8,47.1,9.5,
106,동해,2014-04-22,14.7,9.9,18.6,,7.8,2.8,41.8,11.6,
106,동해,2014-04-23,17.5,11.3,22.3,,5.6,2.5,31.5,11.7,
106,동해,2014-04-24,17,12.3,24.6,,5.3,2.5,45.5,10,
106,동해,2014-04-25,17.9,11.7,24.1,,5.8,3,36.4,11.3,
106,동해,2014-04-26,20.2,14.8,23.3,,4.4,2.3,40.9,8,
106,동해,2014-04-27,17,13.3,22.4,1,4.7,1.5,61.9,.9,
106,동해,2014-04-28,12.8,12.2,14,35,6.1,2,90.5,0,
106,동해,2014-04-29,12.5,11.8,13.4,178,9.2,5.8,92.5,0,
106,동해,2014-04-30,12,10.4,14.3,1.5,7.3,4,77.8,0,
108,서울,2014-04-01,15.6,9.5,23,,6.4,2.4,33.8,10.4,17.51
108,서울,2014-04-02,15.5,9.9,21.9,,5.8,2.7,30,10.1,17.06
108,서울,2014-04-03,10.2,5.5,13.6,.5,9.3,3.1,63,0,4.78
108,서울,2014-04-04,6.6,2.3,11.7,,7.3,3.4,52.6,10,18.75
108,서울,2014-04-05,6.2,3.5,11,0,8.4,3,60.5,8.2,16.45
108,서울,2014-04-06,7.4,2.3,12.8,,9.3,4,50.6,12.1,21.58
108,서울,2014-04-07,10.3,4.9,16.7,,6.4,3.4,64.9,9.3,17.59
108,서울,2014-04-08,11.9,5.7,19.7,,5.1,2.6,60.9,11.5,20.03
108,서울,2014-04-09,10.3,7,15.3,,5.2,3,85.3,6.5,14.69
108,서울,2014-04-10,12.5,7.2,20,,4.8,2.4,71.5,7.7,14.68
108,서울,2014-04-11,13.6,10.1,18.7,,5.9,2.8,69.5,7.5,16.1
108,서울,2014-04-12,14.3,11.1,17.2,,3.6,1.7,68.8,0,6.29
108,서울,2014-04-13,17.2,13.2,24.3,,5.9,2.2,54.9,7.2,15.96
108,서울,2014-04-14,16.3,12.1,22.4,,7.2,2.7,53.3,10.6,18.66
108,서울,2014-04-15,12.9,9.3,16.8,,5.3,3.2,80.1,6.7,15.62
108,서울,2014-04-16,14,10,19.4,,4.4,1.8,81,1.7,5.67
108,서울,2014-04-17,14.7,8.4,20.9,3,3.6,1.9,67.4,4.4,11.6
108,서울,2014-04-18,15.9,12,23,,6.4,2.6,59.9,8.2,17.54
108,서울,2014-04-19,14,11.4,18.4,,6.1,4.5,56,1.3,11.47
108,서울,2014-04-20,14.6,10,21.6,,5.8,3.4,54.4,11.3,21.22
108,서울,2014-04-21,15.1,9.8,21.4,,6.7,3,55.1,10.8,19.82
